GEOID,tract_name,borough,area_sqmi,ksi_total,crash_count,lpi_count,hump_count,sip_count,bike_lane_miles,investment_density,svi_composite,svi_socioeconomic,svi_household,svi_minority,svi_housing,R_norm,I_norm,gap_score,biv_class,biv_color,safety_desert
36061000100,The Battery-Governors Island-Ellis Island-Liberty Island,Manhattan,0.06610760201225648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,#cccccc,False
36061002201,Lower East Side,Manhattan,0.06242014878222905,262.0,698.0,2.0,0.0,1.0,0.9455610674318732,150.88624081955413,0.8707,0.7888,0.7976,0.7098,0.8772,0.05535601098668921,0.13716938205916004,-0.08181337107247083,33,#3b4994,False
36061002602,East Village,Manhattan,0.03998999648257535,86.0,349.0,0.0,3.0,0.0,0.28152669596117486,85.5786532872775,0.6843,0.5706,0.1942,0.5487,0.9574,0.01817029368265371,0.07779881667878144,-0.05962852299612773,21,#ace4e4,False
36061002800,East Village,Manhattan,0.07079597503308695,136.0,453.0,3.0,4.0,1.0,1.0045212447475864,233.15989163800387,0.8253,0.6695,0.717,0.7073,0.9221,0.0287344179167547,0.2119636494570348,-0.1832292315402801,32,#5698b9,False
36061003400,East Village,Manhattan,0.06164096845024576,184.0,606.0,6.0,5.0,1.0,1.3731565431868245,438.98944963237915,0.2961,0.3545,0.0171,0.5035,0.7796,0.038875977181491654,0.3990815279742891,-0.3602055507927974,12,#dfb0d6,False
36061003601,Lower East Side,Manhattan,0.03882203302868259,342.0,1138.0,2.0,1.0,1.0,1.4006140228242234,285.9438357088287,0.8287,0.6634,0.7214,0.7083,0.9303,0.07225860976125079,0.25994907842334514,-0.18769046866209435,33,#3b4994,False
36061003602,East Village,Manhattan,0.03447366061400109,128.0,642.0,4.0,1.0,0.0,1.6026155171108476,446.83166804195264,0.7518,0.6657,0.2765,0.5139,0.969,0.027044158039298542,0.40621082119129365,-0.3791666631519951,21,#ace4e4,False
36061004001,East Village,Manhattan,0.03569165046857545,211.0,645.0,2.0,2.0,0.0,0.9272606034471538,263.1117020895096,0.214,0.2519,0.0144,0.4467,0.7529,0.04458060426790619,0.2391925823860451,-0.1946119781181389,12,#dfb0d6,False
36061004002,East Village,Manhattan,0.03345281602274198,201.0,690.0,5.0,0.0,0.0,0.4038119007519066,466.49937752680495,0.3055,0.2119,0.0184,0.558,0.9209,0.04246777942108599,0.42409056650075894,-0.38162278707967295,12,#dfb0d6,False
36061004100,SoHo-Little Italy-Hudson Square,Manhattan,0.07384253801516272,511.0,2580.0,2.0,1.0,1.0,0.8044375067258296,138.22190480496383,0.7763,0.7145,0.2904,0.5987,0.9553,0.10796534967251215,0.12565634325671285,-0.017690993584200704,23,#8c62aa,False
36061004300,SoHo-Little Italy-Hudson Square,Manhattan,0.057592437439534995,379.0,1814.0,3.0,3.0,0.0,1.0464003620805507,235.61427761009844,0.5849,0.5763,0.2113,0.5574,0.7381,0.08007606169448553,0.21419491060648252,-0.134118848911997,23,#8c62aa,False
36061005400,Midtown South-Flatiron-Union Square,Manhattan,0.06489811909943083,268.0,1113.0,5.0,1.0,2.0,1.590205121334061,344.9299916952049,0.2577,0.0806,0.0625,0.439,0.8865,0.05662370589478132,0.31357288482708895,-0.2569491789323076,13,#be64ac,False
36061005501,Greenwich Village,Manhattan,0.04801196233591427,118.0,400.0,1.0,1.0,2.0,0.6927407408192343,188.26789557125326,0.3283,0.2441,0.0101,0.5702,0.9569,0.024931333192478342,0.171152722453806,-0.14622138926132766,11,#e8e8e8,False
36061005502,Greenwich Village,Manhattan,0.044587107869976564,285.0,1097.0,1.0,0.0,0.0,1.3425901878405737,112.4514578604691,0.3923,0.1829,0.1376,0.4973,0.8966,0.06021550813437566,0.10222865188098204,-0.042013143746606384,13,#be64ac,False
36061005800,Midtown South-Flatiron-Union Square,Manhattan,0.067424217979099,366.0,1604.0,7.0,1.0,2.0,1.637163014370428,422.04040883910153,0.1534,0.0796,0.0285,0.5876,0.6978,0.07732938939361927,0.38367330095848223,-0.30634391156486296,13,#be64ac,False
36061006700,West Village,Manhattan,0.06502823312542898,220.0,1276.0,6.0,6.0,1.0,1.0822776944584556,424.79112862264867,0.2408,0.1534,0.0428,0.3538,0.8398,0.046482146630044366,0.38617395662382087,-0.3396918099937765,12,#dfb0d6,False
36061006800,Gramercy,Manhattan,0.06735397108383497,436.0,1644.0,10.0,0.0,1.0,0.1949108822851346,479.44264909389886,0.2545,0.1739,0.0243,0.5127,0.8592,0.09211916332136066,0.4358571832117247,-0.343738019890364,13,#be64ac,False
36061007001,Murray Hill-Kips Bay,Manhattan,0.03470529084065541,228.0,832.0,5.0,0.0,0.0,0.3906932913349177,449.09694053749735,0.1351,0.0257,0.0205,0.2753,0.904,0.04817240650750053,0.40827016090790225,-0.3600977544004017,12,#dfb0d6,False
36061007002,Murray Hill-Kips Bay,Manhattan,0.033760232523691425,149.0,703.0,2.0,2.0,1.0,0.4529863256135225,316.33311414327204,0.2315,0.321,0.0065,0.5416,0.7697,0.03148109021762096,0.28757570972806074,-0.25609461951043977,12,#dfb0d6,False
36061007200,Murray Hill-Kips Bay,Manhattan,0.0673434915856847,480.0,1695.0,9.0,0.0,1.0,0.5787986845449998,443.5201876756658,0.0867,0.0247,0.0048,0.481,0.8512,0.10141559264736953,0.4032003829095962,-0.30178479026222665,13,#be64ac,False
36061007300,West Village,Manhattan,0.06379806496473402,171.0,852.0,3.0,2.0,3.0,1.5954195139158305,303.97676295658476,0.1753,0.4068,0.0025,0.3762,0.6602,0.03612930488062539,0.2763426572802181,-0.24021335239959274,12,#dfb0d6,False
36061007700,West Village,Manhattan,0.0690497250442439,218.0,1193.0,1.0,2.0,2.0,1.8430577499309906,170.37847170800865,0.1496,0.1256,0.0124,0.3025,0.8179,0.04605958166068033,0.1548896012879055,-0.10883001962722516,12,#dfb0d6,False
36061007800,Murray Hill-Kips Bay,Manhattan,0.06858750492151533,655.0,3016.0,12.0,0.0,3.0,1.7243743781615437,650.0682831116645,0.1682,0.1285,0.0063,0.611,0.8406,0.13839002746672302,0.5909714776268069,-0.4525814501600839,13,#be64ac,False
36061008000,Murray Hill-Kips Bay,Manhattan,0.0665740034768297,565.0,2696.0,6.0,0.0,3.0,0.770664002492995,377.86515291204836,0.1804,0.0604,0.0095,0.4784,0.932,0.11937460384534122,0.3435139562435078,-0.22413935239816657,13,#be64ac,False
36061008100,Chelsea-Hudson Yards,Manhattan,0.06728910191000458,248.0,1083.0,8.0,4.0,1.0,1.0716962077180736,469.72754003836224,0.1903,0.0477,0.0338,0.3856,0.8919,0.05239805620114093,0.42702526123827583,-0.3746272050371349,12,#dfb0d6,False
36061008200,Midtown-Times Square,Manhattan,0.06660064347154038,415.0,1990.0,5.0,0.0,1.0,0.7724863361257801,272.6509618776914,0.2233,0.1908,0.0192,0.6394,0.7592,0.08768223114303825,0.2478646413049993,-0.16018241016196105,13,#be64ac,False
36061008300,Chelsea-Hudson Yards,Manhattan,0.0671850448947111,153.0,1195.0,7.0,2.0,0.0,1.4873782380967402,375.5458881762441,0.7789,0.7822,0.6406,0.6628,0.703,0.03232622015634904,0.3414055326462738,-0.30907931248992476,22,#a5add3,False
36061008900,Chelsea-Hudson Yards,Manhattan,0.0639446320032524,149.0,805.0,6.0,3.0,0.0,1.4024421567168215,361.3073140197306,0.5822,0.5438,0.0781,0.5035,0.9156,0.03148109021762096,0.3284613675067353,-0.29698027728911436,22,#a5add3,False
36061009200,East Midtown-Turtle Bay,Manhattan,0.0759882505338185,457.0,2233.0,10.0,0.0,5.0,0.19263632316722587,530.1997901217673,0.2051,0.1121,0.0226,0.5435,0.8436,0.09655609549968308,0.48200006298701603,-0.38544396748733295,13,#be64ac,False
36061009300,Chelsea-Hudson Yards,Manhattan,0.0692085124329638,233.0,1163.0,4.0,3.0,0.0,0.7394061452823568,232.76196311150326,0.616,0.4438,0.4569,0.5078,0.8485,0.04922881893091063,0.21160189606065272,-0.16237307712974208,22,#a5add3,False
36061009400,Midtown-Times Square,Manhattan,0.05905572812106983,247.0,1297.0,5.0,0.0,2.0,0.49527453641748065,334.30985329909714,0.0449,0.2245,0.0,0.6266,0.3926,0.052186773716458905,0.3039182084744651,-0.2517314347580062,12,#dfb0d6,False
36061009500,Midtown South-Flatiron-Union Square,Manhattan,0.06640163238330063,333.0,1714.0,8.0,1.0,1.0,1.5220401632083145,440.9991018861892,0.2566,0.2251,0.0061,0.439,0.9479,0.07035706739911261,0.4009084855306019,-0.33055141813148925,13,#be64ac,False
36061009600,Midtown-Times Square,Manhattan,0.06769715570926531,329.0,1748.0,3.0,0.0,2.0,0.8836909500496724,211.61208731719074,0.4537,0.3961,0.0971,0.673,0.7632,0.06951193746038453,0.19237472612404266,-0.12286278866365813,13,#be64ac,False
36061009902,Chelsea-Hudson Yards,Manhattan,0.07198744963023057,184.0,1443.0,8.0,0.0,0.0,1.5378556288999257,365.43569161675873,0.222,0.2969,0.0251,0.5791,0.5583,0.038875977181491654,0.3322144400255772,-0.29333846284408555,12,#dfb0d6,False
36061010000,East Midtown-Turtle Bay,Manhattan,0.06671405119877095,383.0,2024.0,12.0,0.0,0.0,0.9651406361377383,561.3166983763757,0.241,0.2104,0.0112,0.5774,0.843,0.08092119163321361,0.5102881762947145,-0.42936698466150086,13,#be64ac,False
36061010100,Midtown South-Flatiron-Union Square,Manhattan,0.06784384774092768,466.0,2550.0,5.0,0.0,1.0,0.2063169987184112,255.13699582866454,0.6499,0.5328,0.0105,0.6887,0.9996,0.09845763786182125,0.2319428456044679,-0.13348520774264666,23,#8c62aa,False
36061010200,Midtown-Times Square,Manhattan,0.06675392737898617,322.0,1857.0,6.0,0.0,3.0,0.965417795005184,381.22291364266204,0.4874,0.264,0.2545,0.2895,0.9316,0.06803296006761039,0.3465664676058367,-0.2785335075382263,13,#be64ac,False
36061010400,Midtown-Times Square,Manhattan,0.0668833351063934,234.0,1393.0,2.0,0.0,2.0,1.3613355972358991,180.0449002236246,0.2568,0.0437,0.1914,0.4643,0.7986,0.04944010141559265,0.16367726820176134,-0.11423716678616869,12,#dfb0d6,False
36061010801,East Midtown-Turtle Bay,Manhattan,0.027373904191942824,182.0,664.0,4.0,1.0,0.0,1.0888388515105472,534.5696461366641,0.2446,0.1652,0.023,0.4301,0.8829,0.03845341221212761,0.4859726614558701,-0.4475192492437425,12,#dfb0d6,False
36061010802,East Midtown-Turtle Bay,Manhattan,0.022158508196765327,169.0,685.0,3.0,0.0,0.0,0.4543632666023194,436.9222338404884,0.256,0.1646,0.1537,0.3078,0.6847,0.03570673991126136,0.3972022399012586,-0.3614954999899972,12,#dfb0d6,False
36061010803,East Midtown-Turtle Bay,Manhattan,0.02091524931453521,372.0,1748.0,2.0,0.0,0.0,0.0652232744813948,291.54971188817507,0.1815,0.149,0.0492,0.3472,0.6691,0.07859708430171139,0.2650453321787866,-0.18644824787707523,13,#be64ac,False
36061010900,Midtown-Times Square,Manhattan,0.06784336814458847,493.0,2396.0,7.0,0.0,4.0,1.7419071160972623,465.9683258468572,0.4243,0.4818,0.0059,0.6157,0.9426,0.10416226494823579,0.42360779199206783,-0.31944552704383206,13,#be64ac,False
36061011201,Midtown-Times Square,Manhattan,0.030710667694488353,218.0,1313.0,4.0,0.0,0.0,0.12900478164749543,397.04467821321947,0.2591,0.0814,0.5182,0.3958,0.4958,0.04605958166068033,0.3609498975159523,-0.31489031585527194,12,#dfb0d6,False
36061011202,Midtown-Times Square,Manhattan,0.03011383985537073,194.0,1180.0,2.0,0.0,0.0,0.0,199.24393663566337,0.0502,0.012,0.0623,0.1906,0.4555,0.04098880202831185,0.1811309468570611,-0.14014214482874926,12,#dfb0d6,False
36061011203,East Midtown-Turtle Bay,Manhattan,0.030173647342392734,378.0,1913.0,4.0,0.0,1.0,0.0,463.98103090210697,0.1218,0.1091,0.0414,0.3104,0.5627,0.0798647792098035,0.42180115927287454,-0.34193638006307103,13,#be64ac,False
36061011300,Midtown-Times Square,Manhattan,0.06782696526420955,603.0,2281.0,8.0,0.0,6.0,2.453931859991422,585.0313018637393,0.9059,0.973,0.6581,0.7805,0.8073,0.12740333826325798,0.5318469180890033,-0.4044435798257453,33,#3b4994,False
36061011402,Upper East Side-Carnegie Hill,Manhattan,0.03814951193357396,239.0,1177.0,8.0,0.0,0.0,0.3861406050725965,644.286379086744,0.3001,0.0745,0.1659,0.4175,0.87,0.05049651383900275,0.5857151984729495,-0.5352186846339467,12,#dfb0d6,False
36061011800,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,0.06827064141028057,253.0,1422.0,10.0,0.0,0.0,0.7487696895724317,455.8790409968516,0.272,0.1245,0.2535,0.3034,0.6961,0.05345446862455103,0.41443571002636237,-0.3609812414018113,13,#be64ac,False
36061011900,Midtown-Times Square,Manhattan,0.06855883719996679,421.0,2311.0,5.0,0.0,4.0,1.360070644096677,365.2352780300239,0.8968,0.9757,0.7277,0.7154,0.7292,0.08894992605113036,0.3320322457598883,-0.24308231970875796,33,#3b4994,False
36061012000,Upper East Side-Carnegie Hill,Manhattan,0.06680496410466766,250.0,1203.0,17.0,0.0,0.0,0.37437784254141854,771.8223855794203,0.2891,0.1131,0.134,0.3053,0.8611,0.05282062117050496,0.7016570836035803,-0.6488364624330752,12,#dfb0d6,False
36061012101,Hell's Kitchen,Manhattan,0.03441985824251608,250.0,1253.0,4.0,0.0,0.0,0.4918542324171529,370.0707091492833,0.7972,0.8221,0.2199,0.5446,0.9475,0.05282062117050496,0.33642809454646955,-0.2836074733759646,22,#a5add3,False
36061012102,Hell's Kitchen,Manhattan,0.034431318127693886,142.0,698.0,2.0,0.0,1.0,0.4992996121078524,254.09859087342932,0.8401,0.8413,0.8267,0.5687,0.7218,0.03000211282484682,0.23099884060266576,-0.20099672777781893,32,#5698b9,False
36061012200,Upper East Side-Carnegie Hill,Manhattan,0.06664046157703023,146.0,988.0,11.0,0.0,0.0,0.19256611830609296,499.5290907308663,0.0578,0.0074,0.2448,0.1071,0.3265,0.030847242763574898,0.4541175943144522,-0.4232703515508773,12,#dfb0d6,False
36061012500,Midtown-Times Square,Manhattan,0.06727363489879992,426.0,2761.0,11.0,0.0,1.0,1.3782051472231633,550.9930863197045,0.4089,0.3336,0.0357,0.634,0.8888,0.09000633847454045,0.5009030694835136,-0.41089673100897317,13,#be64ac,False
36061012601,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,0.036426857157767334,129.0,699.0,5.0,0.0,0.0,0.7088251322262002,440.9723745523328,0.1293,0.2114,0.0498,0.1997,0.4259,0.027255440523980563,0.4008841879415755,-0.37362874741759494,11,#e8e8e8,False
36061012602,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,0.03446988535982285,141.0,616.0,4.0,0.0,0.0,0.43198564216898855,366.9283588043382,0.0985,0.02,0.1433,0.136,0.5547,0.0297908303401648,0.333571410910584,-0.30378058057041923,12,#dfb0d6,False
36061012700,Hell's Kitchen,Manhattan,0.06716207385121152,318.0,1525.0,8.0,1.0,2.0,0.4122528950108047,440.9985821481885,0.421,0.1574,0.0572,0.5674,0.9852,0.06718783012888231,0.4009080130412616,-0.3337201829123793,13,#be64ac,False
36061013000,Upper East Side-Carnegie Hill,Manhattan,0.06880397029859028,172.0,895.0,9.0,0.0,0.0,0.3699364111906638,400.48422347148426,0.3994,0.1893,0.3366,0.3053,0.8324,0.03634058736530742,0.3640767584880201,-0.3277361711227127,12,#dfb0d6,False
36061013100,Midtown-Times Square,Manhattan,0.06724366413342463,287.0,1782.0,11.0,0.0,2.0,1.9216477555370144,593.103783788029,0.6012,0.3714,0.2531,0.6212,0.9451,0.0606380731037397,0.5391855418841497,-0.47854746878041,23,#8c62aa,False
36061013201,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,0.030123248624735536,219.0,729.0,4.0,0.0,0.0,0.17918833347615248,407.2861680044624,0.2716,0.1764,0.1306,0.3781,0.702,0.04627086414536235,0.37026034768290966,-0.3239894835375473,12,#dfb0d6,False
36061013202,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,0.02610898419368163,247.0,738.0,3.0,0.0,0.0,0.6917555653166524,384.4513165856557,0.4355,0.5155,0.2128,0.2193,0.5827,0.052186773716458905,0.3495013809175018,-0.2973146072010429,12,#dfb0d6,False
36061013300,Hell's Kitchen,Manhattan,0.06731627611587507,238.0,1112.0,4.0,2.0,0.0,0.9150944741125974,228.36441048383537,0.4826,0.5151,0.0344,0.6027,0.8556,0.050285231354320725,0.20760411883965862,-0.1573188874853379,12,#dfb0d6,False
36061013601,Upper East Side-Yorkville,Manhattan,0.014367765592844672,133.0,423.0,3.0,0.0,0.0,0.2691672423938492,654.5033605137573,0.1291,0.0544,0.3516,0.2274,0.3267,0.02810057046270864,0.5950033682970579,-0.5669027978343493,12,#dfb0d6,False
36061013602,Upper East Side-Yorkville,Manhattan,0.02177322784520691,40.0,162.0,4.0,0.0,0.0,0.0,551.1355544208684,0.3239,0.0422,0.657,0.3221,0.7193,0.008451299387280795,0.5010325860073109,-0.49258128662003015,11,#e8e8e8,False
36061014801,Upper East Side-Carnegie Hill,Manhattan,0.02005911313379155,130.0,624.0,7.0,1.0,0.0,0.04334188624584863,1099.9994208217554,0.2119,0.0527,0.3318,0.3436,0.5716,0.027466723008662583,1.0,-0.9725332769913374,11,#e8e8e8,False
36061014900,Upper West Side-Lincoln Square,Manhattan,0.06744828242330554,339.0,1322.0,5.0,0.0,1.0,0.43383829334117163,261.69320857179986,0.3965,0.1106,0.3238,0.4537,0.8837,0.07162476230720473,0.23790304214551472,-0.16627827983831,13,#be64ac,False
36061015001,Upper East Side-Carnegie Hill,Manhattan,0.019956470255205597,107.0,349.0,4.0,1.0,0.0,0.0,651.4178025349438,0.0945,0.0355,0.1266,0.069,0.5184,0.022607225860976125,0.5921983141121125,-0.5695910882511365,11,#e8e8e8,False
36061015002,Upper East Side-Carnegie Hill,Manhattan,0.04850723751780476,77.0,420.0,6.0,2.0,0.0,0.43405643494107204,425.7320290571392,0.1139,0.0264,0.2467,0.2523,0.4196,0.01626875132051553,0.3870293211055473,-0.37076056978503175,11,#e8e8e8,False
36061015101,Upper West Side-Lincoln Square,Manhattan,0.04231959715536012,119.0,471.0,5.0,0.0,0.0,0.04236013690078376,355.94715493276516,0.7848,0.6145,0.9861,0.8754,0.3702,0.025142615677160363,0.3235884930438005,-0.29844587736664013,21,#ace4e4,False
36061015301,Upper West Side-Lincoln Square,Manhattan,0.033538027718216255,80.0,452.0,3.0,1.0,0.0,0.24847923908535474,309.28231516112874,0.2682,0.1547,0.1309,0.4435,0.7102,0.01690259877456159,0.28116588909663165,-0.2642632903220701,11,#e8e8e8,False
36061015302,Upper West Side-Lincoln Square,Manhattan,0.03366244717987773,108.0,562.0,6.0,0.0,0.0,0.23479344322655776,545.1828878267102,0.4039,0.1741,0.3803,0.3085,0.8368,0.022818508345658146,0.4956210680724094,-0.4728025597267513,11,#e8e8e8,False
36061015401,Upper East Side-Yorkville,Manhattan,0.027369565214623335,71.0,276.0,3.0,1.0,0.0,0.6458496340776032,400.7653890408123,0.3537,0.3585,0.2054,0.2514,0.6148,0.01500105641242341,0.3643323636856283,-0.34933130727320494,11,#e8e8e8,False
36061015402,Upper East Side-Yorkville,Manhattan,0.021179098670911153,86.0,458.0,4.0,1.0,0.0,0.23267517938660423,630.2918257524512,0.2197,0.1319,0.1625,0.5363,0.511,0.01817029368265371,0.5729928705613239,-0.5548225768786702,11,#e8e8e8,False
36061015403,Upper East Side-Yorkville,Manhattan,0.01993526614920134,96.0,292.0,2.0,1.0,0.0,0.21021055419691728,366.95350724416824,0.6434,0.4872,0.5165,0.521,0.8341,0.020283118529473905,0.3335942731406489,-0.313311154611175,21,#ace4e4,False
36061015501,Upper West Side-Lincoln Square,Manhattan,0.03329694452603557,35.0,298.0,2.0,1.0,0.0,0.014914989438096026,210.90140804560028,0.1161,0.0812,0.0435,0.3104,0.5855,0.007394886963870695,0.1917286537187867,-0.184333766754916,11,#e8e8e8,False
36061015700,Upper West Side-Lincoln Square,Manhattan,0.07025463226894717,151.0,785.0,8.0,1.0,1.0,0.3725493855778093,392.27056193058786,0.3106,0.306,0.011,0.3398,0.935,0.031903655186985,0.3566097895192907,-0.32470613433230566,12,#dfb0d6,False
36061015801,Upper East Side-Carnegie Hill,Manhattan,0.048534916064089106,209.0,877.0,11.0,0.0,1.0,0.07090296595457249,723.3216268999996,0.2657,0.0758,0.0737,0.3183,0.9162,0.04415803929854215,0.6575654615887357,-0.6134074222901936,12,#dfb0d6,False
36061015802,East Harlem (South),Manhattan,0.019785484251361785,95.0,401.0,6.0,0.0,0.0,0.0,909.7578695230119,0.6179,0.6504,0.0355,0.498,0.9578,0.020071836044791888,0.8270530441219475,-0.8069812080771556,21,#ace4e4,False
36061016001,Upper East Side-Carnegie Hill,Manhattan,0.048519007467378555,180.0,881.0,7.0,3.0,0.0,0.0,494.65150366351264,0.161,0.0373,0.0652,0.334,0.7729,0.03803084724276357,0.44968342191851596,-0.4116525746757524,12,#dfb0d6,False
36061016100,Upper West Side (Central),Manhattan,0.06016699901371578,102.0,627.0,8.0,2.0,0.0,0.8441117398314252,453.1747977580117,0.2448,0.2302,0.0302,0.3621,0.7834,0.021550813437566027,0.41197730578754954,-0.3904264923499835,11,#e8e8e8,False
36061016400,East Harlem (South),Manhattan,0.0685584719283467,296.0,978.0,5.0,1.0,0.0,0.3974362629807818,242.07299153074035,0.9445,0.908,0.9582,0.8237,0.8371,0.06253961546587788,0.2200664718076847,-0.15752685634180683,33,#3b4994,False
36061016500,Upper West Side (Central),Manhattan,0.07888238204638162,160.0,956.0,7.0,1.0,0.0,0.6020098601099191,290.3438536718916,0.3893,0.1772,0.4652,0.2889,0.764,0.03380519754912318,0.26394909685951473,-0.23014389931039156,12,#dfb0d6,False
36061016600,East Harlem (South),Manhattan,0.06714567488159663,319.0,1173.0,11.0,1.0,1.0,0.0,536.1477126185968,0.8652,0.7516,0.6287,0.7505,0.9647,0.06739911261356434,0.48740726810389334,-0.420008155490329,33,#3b4994,False
36061016900,Upper West Side (Central),Manhattan,0.06948346675847801,163.0,867.0,7.0,3.0,0.0,0.3736013509604535,353.47116619571875,0.3516,0.1036,0.2241,0.3326,0.9044,0.03443904500316924,0.32133759300678344,-0.2868985480036142,12,#dfb0d6,False
36061017100,Upper West Side (Central),Manhattan,0.08115182415375258,272.0,985.0,12.0,0.0,0.0,0.6826203322343142,456.2304160680956,0.2389,0.069,0.0677,0.3113,0.8902,0.0574688358335094,0.4147551420775007,-0.35728630624399127,13,#be64ac,False
36061017200,East Harlem (South),Manhattan,0.06861063603537479,465.0,1458.0,16.0,1.0,0.0,0.5782758468057589,726.8175410077472,0.9126,0.9818,0.4272,0.8199,0.905,0.09824635537713923,0.6607435669964059,-0.5624972116192667,33,#3b4994,False
36061017300,Upper West Side (Central),Manhattan,0.06893800191850762,90.0,511.0,8.0,4.0,3.0,0.6722809624899243,507.824718870134,0.6706,0.371,0.6914,0.489,0.9171,0.019015423621381786,0.4616590784118442,-0.4426436547904624,21,#ace4e4,False
36061017401,East Harlem (South),Manhattan,0.03896219687382283,140.0,469.0,4.0,1.0,0.0,0.1945555451289386,341.1469163491566,0.9337,0.7487,0.9683,0.7982,0.9428,0.02957954785548278,0.31013372361078384,-0.28055417575530106,32,#5698b9,False
36061017402,East Harlem (South),Manhattan,0.019641698473729343,129.0,359.0,3.0,0.0,0.0,0.29515416173298115,480.7492211139006,0.7521,0.8278,0.3687,0.745,0.6733,0.027255440523980563,0.4370449765825845,-0.40978953605860396,21,#ace4e4,False
36061017500,Upper West Side (Central),Manhattan,0.08315018161606078,173.0,765.0,10.0,0.0,1.0,0.871872033295678,400.57408658154975,0.5377,0.1074,0.6294,0.4688,0.9601,0.036551869849989434,0.3641584522674572,-0.32760658241746776,12,#dfb0d6,False
36061017700,Upper West Side (Central),Manhattan,0.0673973308036195,101.0,523.0,8.0,4.0,1.0,0.9209617939744223,465.61847949735613,0.6565,0.3119,0.843,0.5569,0.8208,0.021339530952884007,0.4232897496887003,-0.4019502187358163,21,#ace4e4,False
36061018000,East Harlem (North),Manhattan,0.08205425193027988,314.0,993.0,8.0,4.0,2.0,1.007696989532092,408.4071781285915,0.9481,0.9532,0.8527,0.796,0.9194,0.06634270019015423,0.37127944833233695,-0.30493674814218275,33,#3b4994,False
36061018100,Upper West Side (Central),Manhattan,0.05344291255099084,192.0,707.0,4.0,1.0,0.0,0.3408936492448334,252.81819101786112,0.4731,0.2496,0.6104,0.4963,0.6718,0.04056623705894781,0.22983484012109126,-0.18926860306214344,12,#dfb0d6,False
36061018400,East Harlem (North),Manhattan,0.06828112156419164,421.0,910.0,4.0,1.0,0.0,0.47147442795828476,200.74672659047005,0.9169,0.8641,0.8746,0.8557,0.8539,0.08894992605113036,0.18249712026257436,-0.093547194211444,33,#3b4994,False
36061018600,Harlem (South),Manhattan,0.04705156474075654,106.0,379.0,3.0,2.0,0.0,0.39209258089076576,246.28594043968928,0.9348,0.801,0.8696,0.8725,0.978,0.022395943376294105,0.2238964273778446,-0.2015004840015505,31,#5ac8c8,False
36061018700,Upper West Side-Manhattan Valley,Manhattan,0.08335816453712934,254.0,926.0,7.0,0.0,0.0,0.6167800036963531,263.02366573556975,0.4402,0.246,0.0853,0.5606,0.9287,0.053665751109233044,0.2391125492948694,-0.18544679818563634,13,#be64ac,False
36061019300,Upper West Side-Manhattan Valley,Manhattan,0.06789769491394748,237.0,809.0,9.0,2.0,0.0,0.842899709033039,445.73456583328993,0.7922,0.7485,0.3082,0.7039,0.9272,0.05007394886963871,0.4052134550219159,-0.3551395061522772,22,#a5add3,False
36061019600,East Harlem (North),Manhattan,0.06824112099620887,578.0,1903.0,17.0,1.0,0.0,0.38604680108436984,770.4895440470209,0.9799,0.9527,0.9624,0.8158,0.966,0.12212127614620748,0.7004454088452393,-0.5783241326990318,33,#3b4994,False
36061019702,Harlem (South),Manhattan,0.01827803311775338,84.0,290.0,2.0,0.0,0.0,0.20853571142707472,345.3765252788065,0.7318,0.6314,0.3063,0.7236,0.9073,0.017747728713289668,0.3139788246622828,-0.2962310959489931,21,#ace4e4,False
36061019900,Morningside Heights,Manhattan,0.08632408015766804,251.0,895.0,3.0,0.0,1.0,0.4297332716667974,134.89399349789448,0.4896,0.4195,0.0764,0.5229,0.8848,0.053031903655186986,0.12263096774825738,-0.0695990640930704,13,#be64ac,False
36061020600,East Harlem (North),Manhattan,0.05748872728154231,442.0,1167.0,9.0,4.0,0.0,0.19343019324841204,544.283145052662,0.7886,0.8388,0.0937,0.7681,0.9483,0.09338685822945278,0.49480311966533114,-0.4014162614358784,23,#8c62aa,False
36061020701,Morningside Heights,Manhattan,0.018226165392027656,10.0,93.0,3.0,1.0,0.0,0.1739690423248875,562.9792851531785,0.4552,0.6233,0.0029,0.6221,0.9095,0.0021128248468201987,0.5117996196148943,-0.5096867947680741,11,#e8e8e8,False
36061021303,Manhattanville-West Harlem,Manhattan,0.058938223491075956,156.0,721.0,8.0,0.0,0.0,0.20971723165262865,412.5434125302487,0.9242,0.9097,0.7326,0.7581,0.9538,0.0329600676103951,0.3750396634046024,-0.34207959579420727,32,#5698b9,False
36061021500,Harlem (North),Manhattan,0.026925330011045412,264.0,614.0,3.0,0.0,0.0,0.29547318618837,350.71844153474535,0.7985,0.7506,0.4265,0.8028,0.8635,0.05577857595605324,0.3188351147246431,-0.26305653876858986,23,#8c62aa,False
36061021703,Manhattanville-West Harlem,Manhattan,0.12140935520990649,196.0,552.0,6.0,2.0,1.0,0.3599708443782025,185.65254899507232,,,,0.5917,,0.04141136699767589,0.1687751334054162,-0.1273637664077403,,#cccccc,False
