"the_geom","MainStreet","CrossStree","Install_Da","LONG","LAT","X","Y"
"POINT (-73.93471125400005 40.681288647467284)","Lewis Avenue","Decatur Street","2017-09-19T00:00:00","-73.934711254","40.6812886474673","1002358.39684205","187494.993170053"
"POINT (-73.93602451835523 40.687882326922825)","Lewis Avenue","Gates Avenue","2017-09-19T00:00:00","-73.9360245183552","40.6878823269228","1001992.39724597","189896.992631137"
"POINT (-73.9373416497887 40.69447598883514)","Lewis Avenue","Hart Street","2017-09-19T00:00:00","-73.9373416497887","40.6944759888351","1001625.3973238","192298.992420316"
"POINT (-73.93486196512038 40.68202158681742)","Lewis Avenue","Mac Donough St","2017-09-19T00:00:00","-73.9348619651204","40.6820215868174","1002316.39725414","187761.992964149"
"POINT (-73.93617165154093 40.68861800762013)","Lewis Avenue","Quincy Street","2017-09-19T00:00:00","-73.9361716515409","40.6886180076201","1001951.39732797","190164.992751315"
"POINT (-73.93748160226365 40.69520891765841)","Lewis Avenue","Willoughby Ave","2017-09-19T00:00:00","-73.9374816022636","40.6952089176584","1001586.39740181","192565.992214397"
"POINT (-73.98512412543347 40.64173747988567)","13 Avenue","37 Street","2017-09-20T00:00:00","-73.9851241254335","40.6417374798856","988378.399539635","173078.996411562"
"POINT (-73.98570798046005 40.64117761789811)","13 Avenue","38 Street","2017-09-20T00:00:00","-73.98570798046","40.6411776178981","988216.399535552","172874.996491477"
"POINT (-73.9862918256892 40.64061775291163)","13 Avenue","39 Street","2017-09-20T00:00:00","-73.9862918256892","40.6406177529116","988054.399531469","172670.996571392"
"POINT (-73.98687566058123 40.64006062970678)","13 Avenue","40 Street","2017-09-20T00:00:00","-73.9868756605812","40.6400606297067","987892.399527386","172467.99664931"
"POINT (-73.9874558840971 40.63949526876885)","13 Avenue","41 Street","2017-09-20T00:00:00","-73.9874558840971","40.6394952687688","987731.399521306","172261.996733233"
"POINT (-73.98803969944937 40.63893813958521)","13 Avenue","42 Street","2017-09-20T00:00:00","-73.9880396994494","40.6389381395852","987569.399517223","172058.996811137"
"POINT (-73.98861990287486 40.63837551658462)","13 Avenue","43 Street","2017-09-20T00:00:00","-73.9886199028749","40.6383755165846","987408.399511144","171853.996564969"
"POINT (-73.98920369915623 40.63781563664186)","13 Avenue","44 Street","2017-09-20T00:00:00","-73.9892036991562","40.6378156366418","987246.399507061","171649.996644899"
"POINT (-73.98978748564134 40.63725575370094)","13 Avenue","45 Street","2017-09-20T00:00:00","-73.9897874856413","40.6372557537009","987084.399502978","171445.996724814"
"POINT (-73.99037126233029 40.63669586866246)","13 Avenue","46 Street","2017-09-20T00:00:00","-73.9903712623303","40.6366958686624","986922.399498895","171241.997132808"
"POINT (-73.99095502885152 40.636138724507184)","13 Avenue","47 Street","2017-09-20T00:00:00","-73.9909550288515","40.6361387245072","986760.399494797","171038.997210726"
"POINT (-73.99153878666921 40.63557334210859)","13 Avenue","48 Street","2017-09-20T00:00:00","-73.9915387866692","40.6355733421086","986598.399490714","170832.996966556"
"POINT (-73.99211893069035 40.63501619171116)","13 Avenue","49 Street","2017-09-20T00:00:00","-73.9921189306904","40.6350161917112","986437.399484634","170629.997044474"
"POINT (-73.99269906384237 40.63445903835296)","13 Avenue","50 Street","2017-09-20T00:00:00","-73.9926990638424","40.6344590383529","986276.399806634","170426.997122392"
"POINT (-73.9932827919148 40.633896392680185)","13 Avenue","51 Street","2017-09-20T00:00:00","-73.9932827919148","40.6338963926801","986114.399802551","170221.997204304"
"POINT (-73.99386290679752 40.63333923248195)","13 Avenue","52 Street","2017-09-20T00:00:00","-73.9938629067975","40.6333392324819","985953.399796471","170018.996954143"
"POINT (-73.99445021807462 40.632776581907216)","13 Avenue","53 Street","2017-09-20T00:00:00","-73.9944502180746","40.6327765819072","985790.399794385","169813.997364148"
"POINT (-73.9961940784135 40.6310968421316)","13 Avenue","56 Street","2017-09-20T00:00:00","-73.9961940784135","40.6310968421316","985306.399778143","169201.997275814"
"POINT (-73.99677774734714 40.63053966807908)","13 Avenue","57 Street","2017-09-20T00:00:00","-73.9967777473471","40.6305396680791","985144.39977406","168998.997353733"
"POINT (-73.99735780290929 40.629977001380716)","13 Avenue","58 Street","2017-09-20T00:00:00","-73.9973578029093","40.6299770013807","984983.400096059","168793.997435644"
"POINT (-73.99793784978786 40.629417076505746)","13 Avenue","59 Street","2017-09-20T00:00:00","-73.9979378497879","40.6294170765057","984822.400089964","168589.997515559"
"POINT (-73.94047333679696 40.680627537888256)","Throop Avenue","Decatur Street","2017-09-20T00:00:00","-73.940473336797","40.6806275378882","1000760.39741339","187252.993325979"
"POINT (-73.94178355333895 40.687221150280365)","Throop Avenue","Gates Avenue","2017-09-20T00:00:00","-73.941783553339","40.6872211502803","1000395.39748722","189654.992787063"
"POINT (-73.94222155014508 40.6894199326893)","Throop Avenue","Greene Avenue","2017-09-20T00:00:00","-73.9422215501451","40.6894199326893","1000273.39773121","190455.992825478"
"POINT (-73.94091124709466 40.68282632617747)","Throop Avenue","Halsey Street","2017-09-20T00:00:00","-73.9409112470947","40.6828263261774","1000638.39765739","188053.993036315"
"POINT (-73.94105481990765 40.68355925447381)","Throop Avenue","Hancock Street","2017-09-20T00:00:00","-73.9410548199076","40.6835592544738","1000598.39773738","188320.993158475"
"POINT (-73.94120200265482 40.684292183467285)","Throop Avenue","Jefferson Avenue","2017-09-20T00:00:00","-73.9412020026548","40.6842921834673","1000557.39749131","188587.992952555"
"POINT (-73.94265957938309 40.69161596716328)","Throop Avenue","Kosciuszko Street","2017-09-20T00:00:00","-73.9426595793831","40.6916159671632","1000151.39764714","191255.992537811"
"POINT (-73.9420743436719 40.688689749330884)","Throop Avenue","Lexington Avenue","2017-09-20T00:00:00","-73.9420743436719","40.6886897493309","1000314.39764921","190189.992701307"
"POINT (-73.94061689880184 40.68136321169621)","Throop Avenue","Macdonough Street","2017-09-20T00:00:00","-73.9406168988018","40.6813632116962","1000720.3971653","187520.993446141"
"POINT (-73.9407676774369 40.68209339853639)","Throop Avenue","Macon Street","2017-09-20T00:00:00","-73.9407676774369","40.6820933985364","1000678.39757739","187786.993242234"
"POINT (-73.94149277222267 40.68575529589175)","Throop Avenue","Madison Street","2017-09-20T00:00:00","-73.9414927722227","40.6857552958917","1000476.39765331","189120.993198887"
"POINT (-73.94163635773548 40.686488221396075)","Throop Avenue","Monroe Street","2017-09-20T00:00:00","-73.9416363577355","40.6864882213961","1000436.3977333","189387.992664889"
"POINT (-73.9429504117105 40.69308181842923)","Throop Avenue","Pulaski Street","2017-09-20T00:00:00","-73.9429504117105","40.6930818184292","1000070.39748105","191789.992454067"
"POINT (-73.94134558423391 40.68502236650286)","Throop Avenue","Putnam Avenue","2017-09-20T00:00:00","-73.9413455842339","40.6850223665028","1000517.39757131","188853.993076727"
"POINT (-73.94193075099533 40.687954078908895)","Throop Avenue","Quincy Street","2017-09-20T00:00:00","-73.9419307509953","40.6879540789089","1000354.39756922","189921.992909223"
"POINT (-73.94236875865302 40.69015286055694)","Throop Avenue","Van Buren Street","2017-09-20T00:00:00","-73.942368758653","40.6901528605569","1000232.39748514","190722.992947638"
"POINT (-73.94324125330637 40.694550413450614)","Throop Avenue","Willoughby Ave","2017-09-20T00:00:00","-73.9432412533064","40.6945504134506","999989.397643059","192324.992368311"
"POINT (-73.94564140494222 40.692026385008916)","De Kalb Avenue","Tompkins Avenue","2017-09-21T00:00:00","-73.9456414049422","40.6920263850089","999324.397988811","191404.992567897"
"POINT (-73.94534691555829 40.69055779387395)","Lafayette Avenue","Tompkins Avenue","2017-09-21T00:00:00","-73.9453469155583","40.6905577938739","999406.397824809","190869.992653638"
"POINT (-73.83335006322505 40.76407556515219)","35 Avenue","Prince Street","2017-09-21T00:00:00","-73.8333500632251","40.7640755651522","1030414.39223914","217693.986577719"
"POINT (-73.91169379750359 40.776823740395656)","Ditmars Blvd","29 Street","2017-09-25T00:00:00","-73.9116937975036","40.7768237403956","1008707.39693931","222306.986209974"
"POINT (-73.90961607198969 40.775359183983625)","Ditmars Blvd","33 Street","2017-09-25T00:00:00","-73.9096160719897","40.7753591839836","1009283.39677155","221773.986291721"
"POINT (-73.90890187792212 40.77485358969703)","Ditmars Blvd","35 Street","2017-09-25T00:00:00","-73.9089018779221","40.774853589697","1009481.39670363","221589.986331642"
"POINT (-73.90748794883777 40.77385337734786)","Ditmars Blvd","37 Street","2017-09-25T00:00:00","-73.9074879488378","40.7738533773478","1009873.39657581","221225.986075386"
"POINT (-73.9053346755274 40.772328298985954)","Ditmars Blvd","41 Street","2017-09-25T00:00:00","-73.9053346755274","40.7723282989859","1010470.39669414","220670.986529231"
"POINT (-73.90461693339094 40.77182541967695)","Ditmars Blvd","42 Street","2017-09-25T00:00:00","-73.9046169333909","40.7718254196769","1010669.39629614","220487.98656714"
"POINT (-73.90318870262914 40.770816908864674)","Ditmars Blvd","45 Street","2017-09-25T00:00:00","-73.9031887026291","40.7708169088646","1011065.39648838","220120.986644983"
"POINT (-73.90247460607164 40.77031127439691)","Ditmars Blvd","46 Street","2017-09-25T00:00:00","-73.9024746060716","40.7703112743969","1011263.39642046","219936.986684889"
"POINT (-73.8943400500986 40.76843767667174)","Ditmars Blvd","75 Street","2017-09-25T00:00:00","-73.8943400500986","40.7684376766717","1013517.39584947","219256.986404479"
"POINT (-73.89340847575401 40.76853288528941)","Ditmars Blvd","76 Street","2017-09-25T00:00:00","-73.893408475754","40.7685328852894","1013775.39598964","219291.986662567"
"POINT (-73.91444259021594 40.778766343404044)","Ditmars Blvd","Crescent St","2017-09-25T00:00:00","-73.9144425902159","40.778766343404","1007945.39682288","223013.986108303"
"POINT (-73.90605963110295 40.77284490333106)","Steinway Street","Ditmars Blvd","2017-09-25T00:00:00","-73.9060596311029","40.772844903331","1010269.39676805","220858.986481309"
"POINT (-73.91454783229344 40.775538609778444)","23 Avenue","28 Street","2017-09-26T00:00:00","-73.9145478322934","40.7755386097784","1007917.39687888","221837.98616372"
"POINT (-73.91385523704373 40.77505227538622)","23 Avenue","29 Street","2017-09-26T00:00:00","-73.9138552370437","40.7750522753862","1008109.39682297","221660.986189649"
"POINT (-73.91177751807862 40.773587758455314)","23 Avenue","33 Street","2017-09-26T00:00:00","-73.9117775180786","40.7735877584553","1008685.39698331","221127.986599475"
"POINT (-73.9110741578012 40.77308218579021)","23 Avenue","35 Street","2017-09-26T00:00:00","-73.9110741578012","40.7730821857902","1008880.39692138","220943.986639395"
"POINT (-73.90678200799813 40.77005408900491)","23 Avenue","42 Street","2017-09-26T00:00:00","-73.9067820079981","40.7700540890049","1010070.39650989","219841.986546814"
"POINT (-73.91286686779698 40.7743543690155)","31 Street","23 Avenue","2017-09-26T00:00:00","-73.912866867797","40.7743543690155","1008383.39693114","221406.986369565"
"POINT (-73.79384716791418 40.73123926817934)","Utopia Pkwy","Jewel Avenue","2017-09-29T00:00:00","-73.7938471679142","40.7312392681793","1041385.38998213","205753.988476142"
"POINT (-73.84608035392091 40.899240336662146)","Baychester Ave","Nereid Avenue","2017-09-29T00:00:00","-73.8460803539209","40.8992403366621","1026801.39454389","266932.976682231"
"POINT (-73.90409439041939 40.72102240614549)","Flushing Avenue","61 Street","2017-09-29T00:00:00","-73.9040943904194","40.7210224061455","1010834.39596614","201978.990120649"
"POINT (-73.95701753282832 40.69896447944239)","Flushing Avenue","Bedford Ave","2017-09-29T00:00:00","-73.9570175328283","40.6989644794424","996168.398723394","193930.99210906"
"POINT (-73.97478661020435 40.69799535244101)","Flushing Avenue","Cumberland St","2017-09-29T00:00:00","-73.9747866102043","40.697995352441","991241.399719134","193575.992490977"
"POINT (-73.93395096228353 40.7026672221898)","Flushing Avenue","Evergreen Ave","2017-09-29T00:00:00","-73.9339509622835","40.7026672221898","1002563.39741631","195283.991699636"
"POINT (-73.93836287602778 40.70153608132577)","Flushing Avenue","Garden St","2017-09-29T00:00:00","-73.9383628760278","40.7015360813257","1001340.39756572","194870.991869479"
"POINT (-73.96019507293153 40.698455095680444)","Flushing Avenue","Kent Avenue","2017-09-29T00:00:00","-73.9601950729315","40.6984550956804","995287.398516893","193744.992152974"
"POINT (-73.95008903486057 40.69978236894176)","Flushing Avenue","Marcy Avenue","2017-09-29T00:00:00","-73.9500890348606","40.6997823689417","998089.398162216","194229.99216722"
"POINT (-73.98054226305334 40.698238008423765)","Flushing Avenue","Navy St","2017-09-29T00:00:00","-73.9805422630533","40.6982380084237","989645.399958387","193663.992314979"
"POINT (-73.94724691164998 40.70009674984086)","Flushing Avenue","Tompkins Avenue","2017-09-29T00:00:00","-73.94724691165","40.7000967498408","998877.397898555","194344.992265314"
"POINT (-73.95518173119643 40.699183361042934)","Flushing Avenue","Walworth Street","2017-09-29T00:00:00","-73.9551817311964","40.6991833610429","996677.398361549","194010.992277145"
"POINT (-73.93115471805473 40.70376348967356)","Flushing Avenue","Wilson Avenue","2017-09-29T00:00:00","-73.9311547180547","40.7037634896735","1003338.39717864","195683.99155581"
"POINT (-73.82827886503794 40.75538373311369)","Main Street","Maple Avenue","2017-09-29T00:00:00","-73.8282788650379","40.7553837331137","1031825.3920418","214529.987000227"
"POINT (-73.88458002451188 40.65905225944934)","Stanley Avenue","Van Siclen Street","2017-09-19T00:00:00","-73.8845800245119","40.6590522594493","1016273.39394639","179407.994580314"
"POINT (-73.94695595207148 40.698633654600904)","Tompkins Avenue","Ellery Street","2017-09-21T00:00:00","-73.9469559520715","40.6986336546009","998958.398064643","193811.992018983"
"POINT (-73.94462155689347 40.6868959229908)","Tompkins Avenue","Gates Avenue","2017-09-21T00:00:00","-73.9446215568935","40.6868959229908","999608.397748888","189535.992696971"
"POINT (-73.9450560404771 40.68909469296484)","Tompkins Avenue","Greene Avenue","2017-09-21T00:00:00","-73.9450560404771","40.6890946929648","999487.397662804","190336.992735401"
"POINT (-73.94374186037064 40.682498372835866)","Tompkins Avenue","Halsey Street","2017-09-21T00:00:00","-73.9437418603706","40.6824983728358","999853.397586972","187933.993276313"
"POINT (-73.94388906912651 40.6832312984873)","Tompkins Avenue","Hancock Street","2017-09-21T00:00:00","-73.9438890691265","40.6832312984873","999812.397668973","188200.993070394"
"POINT (-73.94403628111759 40.68396422478475)","Tompkins Avenue","Jefferson Avenue","2017-09-21T00:00:00","-73.9440362811176","40.6839642247847","999771.397750974","188467.993192554"
"POINT (-73.9449088059495 40.68836176933911)","Tompkins Avenue","Lexington Avenue","2017-09-21T00:00:00","-73.9449088059495","40.6883617693391","999528.397580802","190069.992941305"
"POINT (-73.94344744672895 40.68103800940242)","Tompkins Avenue","Macdonough Street","2017-09-21T00:00:00","-73.943447446729","40.6810380094024","999935.397751048","187401.993356064"
"POINT (-73.94359826030855 40.6817654486974)","Tompkins Avenue","Macon Street","2017-09-21T00:00:00","-73.9435982603085","40.6817654486973","999893.397506967","187666.993482232"
"POINT (-73.94432711033568 40.685430073971276)","Tompkins Avenue","Madison Street","2017-09-21T00:00:00","-73.9443271103357","40.6854300739713","999690.397584885","189001.993108809"
"POINT (-73.94447433199564 40.68616299950909)","Tompkins Avenue","Monroe Street","2017-09-21T00:00:00","-73.9444743319956","40.6861629995091","999649.397666886","189268.993230984"
"POINT (-73.94679425465021 40.69789523809948)","Tompkins Avenue","Park Avenue","2017-09-21T00:00:00","-73.9467942546502","40.6978952380994","999003.39797464","193542.992228895"
"POINT (-73.94418349752846 40.68469714992765)","Tompkins Avenue","Putnam Avenue","2017-09-21T00:00:00","-73.9441834975285","40.6846971499276","999730.397504881","188734.992986649"
"POINT (-73.94476878620928 40.687628848019024)","Tompkins Avenue","Quincy Street","2017-09-21T00:00:00","-73.9447687862093","40.687628848019","999567.39750281","189802.992819145"
"POINT (-73.94622321811146 40.69495532654698)","Tompkins Avenue","Vernon Avenue","2017-09-21T00:00:00","-73.9462232181115","40.6949553265469","999162.397984728","192471.99240239"
"POINT (-73.94607595781144 40.694222404954864)","Tompkins Avenue","Willoughby Ave","2017-09-21T00:00:00","-73.9460759578114","40.6942224049548","999203.397902727","192204.992608309"
"POINT (-73.73695582764871 40.71792376630846)","Jamaica Avenue","218 STREET","2017-09-26T00:00:00","-73.7369558276487","40.7179237663084","1057167.38696139","200944.988907814"
"POINT (-73.97678449653785 40.69807811562256)","Flushing Avenue","NORTH PORTLAND AVENUE","2017-09-29T00:00:00","-73.9767844965378","40.6980781156225","990687.399514809","193605.99243097"
"POINT (-73.97578194541555 40.69803948236962)","Flushing Avenue","North Oxford street","2017-09-29T00:00:00","-73.9757819454155","40.6980394823696","990965.399614975","193591.992458969"
"POINT (-73.95819457417998 40.58753490538133)","Avenue Z","E 12 Street","2017-07-19T00:00:00","-73.95819457418","40.5875349053813","995861.397368893","153334.000468567"
"POINT (-73.95619262045894 40.58775374229784)","Avenue Z","E 13 Street","2017-07-19T00:00:00","-73.9561926204589","40.5877537422978","996417.39724113","153413.999980479"
"POINT (-73.95341650521506 40.58806006833965)","Avenue Z","E 16 Street","2017-07-19T00:00:00","-73.9534165052151","40.5880600683396","997188.397339553","153526.000084564"
"POINT (-73.95245152284329 40.588163975294364)","Avenue Z","E 17 Street","2017-07-19T00:00:00","-73.9524515228433","40.5881639752943","997456.397131637","153564.000008553"
"POINT (-73.95712518592593 40.58765253662892)","Avenue Z","Homecrest Avenue","2017-07-19T00:00:00","-73.9571251859259","40.5876525366289","996158.397431061","153377.000054479"
"POINT (-73.90890337682433 40.71305552515451)","Metropolitan Avenue","Andrews Ave","2017-07-21T00:00:00","-73.9089033768243","40.7130555251544","1009504.39600147","199074.990679309"
"POINT (-73.90607559032651 40.71289405679217)","Metropolitan Avenue","Forest Ave","2017-07-21T00:00:00","-73.9060755903265","40.7128940567922","1010288.39607389","199016.990795314"
"POINT (-73.90691959839054 40.71294140319347)","Metropolitan Avenue","Himrod St","2017-07-21T00:00:00","-73.9069195983905","40.7129414031934","1010054.39588572","199033.99076131"
"POINT (-73.93522240587836 40.696978043957344)","Broadway","Myrtle Avenue","2017-08-04T00:00:00","-73.9352224058784","40.6969780439573","1002212.39746214","193210.992236733"
"POINT (-73.92578387605751 40.68156320203316)","Patchen Avenue","Bainbridge Street","2017-08-08T00:00:00","-73.9257838760575","40.6815632020331","1004834.39681131","187596.992966056"
"POINT (-73.92562243916159 40.68083847806293)","Patchen Avenue","Chauncey Street","2017-08-08T00:00:00","-73.9256224391616","40.6808384780629","1004879.3967213","187332.99316597"
"POINT (-73.92594530545196 40.68229890567758)","Patchen Avenue","Decatur Street","2017-08-08T00:00:00","-73.925945305452","40.6822989056776","1004789.39657322","187864.993086234"
"POINT (-73.92725411820014 40.68889268294543)","Patchen Avenue","Gates Avenue","2017-08-08T00:00:00","-73.9272541182001","40.6888926829454","1004424.39664705","190266.992875397"
"POINT (-73.92769164684788 40.69109151926586)","Patchen Avenue","Greene Avenue","2017-08-08T00:00:00","-73.9276916468479","40.6910915192658","1004302.39689106","191067.992585734"
"POINT (-73.9263827518909 40.68449500491146)","Patchen Avenue","Halsey Street","2017-08-08T00:00:00","-73.9263827518909","40.6844950049114","1004667.39648914","188664.993126646"
"POINT (-73.92652616860877 40.685227950273855)","Patchen Avenue","Hancock Street","2017-08-08T00:00:00","-73.9265261686088","40.6852279502738","1004627.39656913","188931.992920727"
"POINT (-73.92667319114533 40.68596364245337)","Patchen Avenue","Jefferson Avenue","2017-08-08T00:00:00","-73.9266731911453","40.6859636424533","1004586.39665113","189199.992712811"
"POINT (-73.92623933714383 40.68376205840264)","Patchen Avenue","Macon Street","2017-08-08T00:00:00","-73.9262393371438","40.6837620584026","1004707.39673722","188397.993004471"
"POINT (-73.92696725196267 40.68742953741945)","Patchen Avenue","Madison Street","2017-08-08T00:00:00","-73.9269672519627","40.6874295374194","1004504.39681514","189733.992629066"
"POINT (-73.92609232120556 40.68302911023438)","Patchen Avenue","McDonough Street","2017-08-08T00:00:00","-73.9260923212056","40.6830291102343","1004748.39665522","188130.99321039"
"POINT (-73.92711068559939 40.68815973792354)","Patchen Avenue","Monroe Street","2017-08-08T00:00:00","-73.9271106855994","40.6881597379235","1004464.39656706","189999.992753223"
"POINT (-73.92681661722574 40.68669384345641)","Patchen Avenue","Putnam Avenue","2017-08-08T00:00:00","-73.9268166172257","40.6866938434564","1004546.39673114","189465.992836982"
"POINT (-73.90066705371436 40.64365257134826)","Flatlands Avenue","Rockaway Pkwy","2017-08-08T00:00:00","-73.9006670537144","40.6436525713482","1011816.39498639","173791.995641723"
"POINT (-73.95593871955289 40.62333168691227)","Ocean Avenue","Avenue K","2017-08-08T00:00:00","-73.9559387195529","40.6233316869122","996481.397769302","166375.997678474"
"POINT (-73.81851627557378 40.729848025965055)","150 Street","70 Road","2017-08-10T00:00:00","-73.8185162755738","40.729848025965","1034549.39151506","205231.988863975"
"POINT (-73.81816095833028 40.72915852985331)","150 Street","71 Avenue","2017-08-10T00:00:00","-73.8181609583303","40.7291585298533","1034648.39131705","204980.988709807"
"POINT (-73.95528257021122 40.613367838141826)","Avenue O","E 19 Street","2017-08-10T00:00:00","-73.9552825702112","40.6133678381418","996665.397729382","162745.998376817"
"POINT (-73.95304569942472 40.6136112332571)","Avenue O","E 21 Street","2017-08-10T00:00:00","-73.9530456994247","40.6136112332571","997286.397471637","162834.998526886"
"POINT (-73.95211996869558 40.61371240855768)","Avenue O","E 22 Street","2017-08-10T00:00:00","-73.9521199686956","40.6137124085576","997543.397285715","162871.998452887"
"POINT (-73.9511942339787 40.61381357640127)","Avenue O","E 23 Street","2017-08-10T00:00:00","-73.9511942339787","40.6138135764012","997800.397427887","162908.998378888"
"POINT (-73.95026489379929 40.613917480018166)","Avenue O","E 24 Street","2017-08-10T00:00:00","-73.9502648937993","40.6139174800181","998058.397239968","162946.998302892"
"POINT (-73.94930313335306 40.61402136182745)","Bedford Avenue","Avenue O","2017-08-10T00:00:00","-73.9493031333531","40.6140213618274","998325.397362143","162984.998226896"
"POINT (-73.73790901431728 40.71771459226003)","Jamaica Avenue","217 STREET","2017-08-15T00:00:00","-73.7379090143173","40.71771459226","1056903.38683322","200867.988733724"
"POINT (-73.91849288507314 40.76772719475621)","28 Avenue","33 Street","2017-08-16T00:00:00","-73.9184928850731","40.7677271947562","1006827.39741847","218990.98693648"
"POINT (-73.78242742121323 40.690334902926004)","Linden Blvd","167 Street","2017-08-16T00:00:00","-73.7824274212132","40.690334902926","1044587.38882747","190858.991363317"
"POINT (-73.97083861072343 40.64637068508105)","Coney Island Avenue","Church Avenue","2017-08-08T00:00:00","-73.9708386107234","40.646370685081","992342.398501381","174767.995986313"
"POINT (-73.9331550457632 40.79504400357372)","Pleasant Avenue","E 116 Street","2017-08-16T00:00:00","-73.9331550457632","40.7950440035737","1002758.39833863","228939.98475498"
"POINT (-73.9628128292483 40.66050125062884)","Ocean Avenue","Lincoln Road","2017-08-18T00:00:00","-73.9628128292483","40.6605012506288","994567.398316473","179916.99520272"
"POINT (-73.95526365321089 40.587852197003556)","Avenue Z","E 14 St","2017-07-19T00:00:00","-73.9552636532109","40.5878521970035","996675.397381306","153449.999908477"
"POINT (-73.88412627259721 40.83934885740321)","Boston Road","Cross Bronx Epwy S SR","2017-08-31T00:00:00","-73.8841262725972","40.8393488574032","1016312.39583689","245095.981642395"
"POINT (-73.85955400468413 40.82594655553278)","Bruckner Expwy W S/R","White Plains Road","2017-08-22T00:00:00","-73.8595540046841","40.8259465555327","1023119.39469005","240222.982202053"
"POINT (-73.88435088561327 40.71222102767402)","METROPOLITAN AVENUE","71 STREET","2017-07-03T00:00:00","-73.8843508856133","40.712221027674","1016311.39452656","198778.990615144"
"POINT (-73.8281811241802 40.705118798182426)","METROPOLITAN AVENUE","124 STREET","2017-07-03T00:00:00","-73.8281811241802","40.7051187981824","1031888.39158772","196216.990489811"
"POINT (-73.95881093636291 40.71481614544373)","METROPOLITAN AVENUE","DRIGGS AVENUE","2017-07-03T00:00:00","-73.9588109363629","40.7148161454437","995668.399067223","199705.991057724"
"POINT (-73.94606687766654 40.7143634834083)","METROPOLITAN AVENUE","MANHATTAN AVENUE","2017-07-03T00:00:00","-73.9460668776665","40.7143634834083","999201.397906721","199542.990727559"
"POINT (-73.89502394757044 40.712470050039144)","METROPOLITAN AVENUE","MT OLIVET CRESCENT","2017-07-03T00:00:00","-73.8950239475704","40.7124700500391","1013352.39519522","198865.990769222"
"POINT (-73.93875481949455 40.71458489651998)","METROPOLITAN AVENUE","OLIVE STREET","2017-07-03T00:00:00","-73.9387548194945","40.7145848965199","1001228.39778972","199624.99089165"
"POINT (-73.8820527533018 40.71244651100066)","METROPOLITAN AVENUE","PLEASANTVIEW STREET","2017-07-03T00:00:00","-73.8820527533018","40.7124465110006","1016948.39456488","198861.990449145"
"POINT (-73.9575594270293 40.71449180967529)","METROPOLITAN AVENUE","ROEBLING STREET","2017-07-03T00:00:00","-73.9575594270293","40.7144918096753","996015.39870131","199587.991293728"
"POINT (-73.9650948997882 40.576818757618454)","BRIGHTON BEACH AVENUE","BRIGHTON    2 STREET","2017-07-03T00:00:00","-73.9650948997882","40.5768187576184","993946.397589967","149429.001060724"
"POINT (-73.96419124631237 40.57701061537389)","BRIGHTON BEACH AVENUE","BRIGHTON    3 STREET","2017-07-03T00:00:00","-73.9641912463124","40.5770106153739","994197.397744134","149499.000920728"
"POINT (-73.96327678787482 40.57720520826487)","BRIGHTON BEACH AVENUE","BRIGHTON    4 STREET","2017-07-03T00:00:00","-73.9632767878748","40.5772052082648","994451.397564217","149570.001106814"
"POINT (-73.96236232138163 40.577402537769984)","BRIGHTON BEACH AVENUE","BRIGHTON    5 STREET","2017-07-03T00:00:00","-73.9623623213816","40.5774025377699","994705.397712395","149642.000962809"
"POINT (-73.96144064941046 40.57760260327457)","BRIGHTON BEACH AVENUE","BRIGHTON    6 STREET","2017-07-03T00:00:00","-73.9614406494105","40.5776026032745","994961.39752847","149715.001144886"
"POINT (-73.96056217655574 40.57779169612851)","BRIGHTON BEACH AVENUE","BRIGHTON    7 STREET","2017-07-03T00:00:00","-73.9605621765557","40.5777916961285","995205.39736855","149784.001006886"
"POINT (-73.95743230236543 40.63678445909336)","FOSTER AVENUE","EAST   21 STREET","2017-07-03T00:00:00","-73.9574323023654","40.6367844590933","996064.397947133","171276.996734723"
"POINT (-73.95569508538082 40.637618218287685)","FOSTER AVENUE","EAST   23 STREET","2017-07-03T00:00:00","-73.9556950853808","40.6376182182876","996546.397967383","171580.996782899"
"POINT (-73.96567808593291 40.63282099845065)","FOSTER AVENUE","WESTMINSTER ROAD","2017-07-03T00:00:00","-73.9656780859329","40.6328209984506","993776.39825806","169831.997000054"
"POINT (-73.9484759893924 40.69170106115574)","DE KALB AVENUE","MARCY AVENUE","2017-07-03T00:00:00","-73.9484759893924","40.6917010611557","998538.397920385","191285.992477804"
"POINT (-73.94818504374504 40.69023247973864)","LAFAYETTE AVENUE","MARCY AVENUE","2017-07-03T00:00:00","-73.948185043745","40.6902324797386","998619.398086473","190750.992891639"
"POINT (-73.9494998087685 40.696839720873804)","MARCY AVENUE","FLOYD STREET","2017-07-03T00:00:00","-73.9494998087685","40.6968397208738","998253.397834226","193157.992014647"
"POINT (-73.94745592704193 40.68657062585172)","MARCY AVENUE","GATES AVENUE","2017-07-03T00:00:00","-73.9474559270419","40.6865706258517","998822.398008555","189416.993263066"
"POINT (-73.94789050411663 40.68876663864674)","MARCY AVENUE","GREENE AVENUE","2017-07-03T00:00:00","-73.9478905041166","40.6887666386467","998701.397922471","190216.992647305"
"POINT (-73.9465796545633 40.682173097963855)","MARCY AVENUE","HALSEY STREET","2017-07-03T00:00:00","-73.9465796545633","40.6821730979638","999066.397520557","187814.993514314"
"POINT (-73.94672689260868 40.68290601911271)","MARCY AVENUE","HANCOCK STREET","2017-07-03T00:00:00","-73.9467268926087","40.6829060191127","999025.397930637","188081.992980316"
